,name,rating,reviews,salary,interviews,jobs
6138,Ravi Foods,3.9,181,588,9,--
6139,Intense Technologies,3.5,181,1.2k,12,1
6140,Mitsuba,3.6,181,726,6,--
6141,Mangal Industries,3.8,181,747,9,--
6142,SeQuent Scientific,3.7,182,721,3,2
6143,Holy Family Hospital,3.5,181,660,7,26
6144,Donear Industries,3.3,181,820,8,6
6145,Labtron Equipment,3.4,181,290,23,--
6146,SVN SYSTECH INDIA,3.3,181,811,12,--
6147,Epimoney,3.2,181,807,19,5
6148,Laminaar Aviation Infotech,2.6,181,1.2k,17,--
6149,Ess Kay Group,3.7,181,618,13,--
6150,Kriya NextWealth,3.6,181,706,17,--
6151,Axa Parenterals,3.8,181,745,20,1
6152,Amentum,3.8,181,255,8,8
6153,Feedback Energy Distribution Company,3.6,179,568,7,--
6154,Citylife Retail,3.3,180,361,7,--
6155,Simpa Energy,4.6,180,339,1,--
6156,Reliance Corporate IT Park,4.0,180,685,8,--
6157,SBL Knowledge Services,3.0,180,932,17,--
6158,Heavy Engineering Corporation,3.6,180,730,11,--
6159,Central Institute of Plastics Engineering & Technology,3.7,180,630,4,--
6160,Manikaran Power Limited,3.3,180,729,25,1
6161,Nippon Konpo,4.1,180,546,9,--
6162,National Aerospace Laboratories,4.3,180,786,14,--
6163,U.S. Polo Assn,4.4,180,484,8,--
6164,Oxford University Press,3.3,180,943,8,29
6165,Eshopbox Ecommerce,3.0,180,628,42,7
6166,Swelect Energy Systems,4.0,180,508,15,--
6167,OneAdvanced,2.9,180,1.1k,20,13
6168,United Nations Development Programme,4.1,180,507,16,--
6169,Sistema Shyam Teleservices,4.9,180,242,--,1
6170,Kamdhenu,3.7,180,559,10,6
6171,Global Hospital Pune India,3.9,180,541,7,--
6172,Lithium Urban Technologies,3.5,180,695,9,1
6173,Birdeye,3.1,181,1k,30,20
6174,Healthplix Technologies,3.0,180,1.1k,28,15
6175,Allset Business Solutions,3.8,180,974,15,--
6176,Jarvis Technology and Strategy Consulting,3.3,180,797,24,2
6177,Sfc Solutions,3.6,181,872,16,2
6178,Monginis Foods,3.4,180,690,8,--
6179,Oswal Group,3.8,180,677,12,3
6180,Architect Hafeez Contractor,3.0,181,509,12,--
6181,Ghatge Patil Industries,3.7,180,895,3,2
6182,Vestian Global Workplace Services,3.3,180,830,6,2
6183,Wepsol,3.5,180,820,9,7
6184,Eicher Trucks and Buses,4.5,180,550,12,--
6185,Swelect Energy Systems,4.0,180,508,15,--
6186,United Nations Development Programme,4.1,180,507,16,--
6187,A2Z Infraservices,4.0,180,454,10,--
6188,OneAdvanced,2.9,180,1.1k,20,13
6189,PC Financial Services,4.1,180,512,11,1
6190,Jai Kisan,3.2,180,560,15,--
6191,Zeon Lifesciences,4.0,180,692,41,9
6192,MaxVal Group,3.2,180,1.1k,22,2
6193,Eurofins Advinus,3.5,180,1.1k,9,6
6194,ANEWA Engineering,3.8,180,959,4,31
6195,Maschio Gaspardo,3.7,180,741,13,7
6196,Starworth Infrastructure Construction,3.7,180,738,12,7
6197,MSL Driveline Systems,4.3,179,631,3,--
6198,Nabard Consultancy Services,3.7,179,501,16,--
6199,Tech2Globe,4.1,179,293,23,18
6200,Woodrock Infotech Private Limited,2.9,179,306,12,3
6201,Paisalo Digital,3.5,179,431,16,1
6202,Translumina Therapeutics,3.4,180,585,10,7
6203,Sulphur Mills,3.6,179,829,13,13
6204,rebootXP,3.0,179,252,13,11
6205,Kolors Healthcare,3.7,179,700,16,7
6206,River Engineering,3.6,179,850,9,5
6207,Lal Baba Seamless Tubes,3.0,179,794,10,--
6208,RT Network Solutions,3.4,180,602,14,2
6209,Market Xcel Data Matrix,2.7,179,627,12,--
6210,Aurus,2.7,179,1.4k,30,6
6211,TVS Automobiles Solutions,3.6,179,784,6,--
6212,FreshersNow,4.0,179,221,55,--
6213,Graygraph Technologies Private Limited,4.4,179,599,32,1
6214,Radiant Appliances,4.1,179,717,13,1
6215,INOXCVA,3.2,179,766,9,12
6216,Ayoki Fabricon,3.7,179,703,7,13
6217,Admiral Solutions,3.2,179,922,11,2
6218,Blue Tokai Coffee Roasters,3.8,179,642,11,6
6219,Hindustan Platinum,3.4,179,1.2k,20,5
6220,Prgx India,3.4,179,1.3k,14,65
6221,Miraj Group,4.0,179,759,13,--
6222,Volante Technologies,3.3,179,1.5k,19,1
6223,Bhavna Corp.,3.5,179,978,19,--
6224,Eros Group,4.0,179,726,16,11
6225,Jaslok Hospital and Research Centre,4.0,179,744,9,10
6226,NeST Digital,3.5,179,1.3k,18,106
6227,Wellspring Healthcare,2.7,177,496,7,--
6228,Institute of Language Management,4.2,178,207,16,--
6229,Lakme Salon,3.9,178,470,14,--
6230,Kapil Chit Funds,4.0,178,372,4,--
6231,Globe Capital Market,3.4,178,653,7,5
6232,Lohum Cleantech,3.4,178,647,22,3
6233,Cadmaxx Solutions,3.5,178,748,18,3
6234,Cubastion Consulting,2.9,178,1.1k,22,12
6235,Simplify3x Software,3.8,178,1.2k,17,1
6236,TPF Engineering,3.8,178,618,19,39
6237,Gpt Infraprojects,3.9,178,551,7,5
6238,Shankar Packagings,2.6,178,833,10,2
6239,SYNCHRONIZED SUPPLY SYSTEMS,4.0,178,622,10,--
6240,Lakme Salon,3.9,178,470,14,--
6241,Indus Motors,4.0,178,646,3,5
6242,Globe Capital Market,3.4,178,653,7,5
6243,Lohum Cleantech,3.4,178,647,22,3
6244,Kapil Chit Funds,4.0,178,372,4,--
6245,Shankar Packagings,2.6,178,833,10,2
6246,Diksha Technologies,3.0,178,821,5,24
6247,Gangar Eyenation,3.6,178,519,11,30
6248,Matrix Cellular Services,4.2,178,455,2,--
6249,KPI Partners,3.7,178,925,20,35
6250,Dr B Lal Clinical Laboratory,4.0,178,411,10,7
6251,Thriveni Sainik Mining,4.2,178,569,29,1
6252,Gopalan Enterprises,4.0,178,703,17,1
6253,Techugo,3.6,178,474,16,10
6254,KNNX Corp,2.6,178,875,11,--
6255,Moneyboxx Finance,3.6,178,516,10,12
6256,MasterSoft ERP Solutions,3.0,180,938,18,13
6257,Arvind Smartspaces Limited,3.6,178,670,16,--
6258,CleanMax Enviro Energy Solutions,4.3,178,829,20,41
6259,Hyderabad Metro Rail,4.1,178,516,11,7
6260,Fichtner Consulting Engineers,3.8,178,752,18,3
6261,Natural Remedies,3.7,177,752,16,4
6262,CR Asia,3.9,177,636,11,2
6263,Polyplastics,3.7,177,824,4,--
6264,Sharda Hospital,3.8,177,693,12,--
6265,Archean Chemical Industries,3.8,177,785,12,--
6266,Anytime Fitness,3.6,177,763,14,67
6267,Dr ITM,3.2,177,473,12,--
6268,Arwade Infrastructure,4.0,178,534,10,--
6269,Sandfits Foundries,4.1,177,610,35,1
6270,Aster Cmi Hospital,3.9,178,639,12,--
6271,Bharat Benz,4.3,177,554,9,--
6272,Infibeam Avenues,3.3,177,1.3k,12,9
6273,Geno Pharmaceuticals,2.9,177,464,20,--
6274,ABT Maruti,3.9,177,757,3,3
6275,Gateway Group of Companies,2.4,177,1.1k,26,9
6276,Ananda Dairy,4.0,177,569,13,--
6277,Cipla Industries,4.0,177,711,12,--
6278,Denso Ten Minda India,4.1,177,738,16,--
6279,Lalitpur Power Generation,4.3,177,604,10,8
6280,Walker Chandiok & Co,3.1,177,1.2k,14,--
6281,Sandfits Foundries,4.1,177,610,35,1
6282,Jubilant Industries,3.8,177,1.2k,18,--
6283,Epp Composites,3.3,177,677,69,7
6284,Aster Cmi Hospital,3.9,178,639,12,--
6285,Ashish Life Science,3.7,177,576,15,4
6286,Swaraj Engines,3.7,177,559,10,--
6287,Rane Group,4.0,177,739,12,--
6288,The House of Abhinandan Lodha,3.0,177,703,23,6
6289,Tata Passenger Electric Mobility,4.2,177,583,13,--
6290,nurture.farm,3.2,177,719,11,--
6291,Equentis Wealth Advisory Services,3.5,177,644,26,33
6292,All India Council Technical Education,4.4,177,203,10,--
6293,DESIGNCO,4.0,177,729,14,10
6294,RPP Infra Projects,3.8,177,742,24,8
6295,Maccaferri,3.8,177,671,11,--
6296,LiquidHub,3.6,174,760,14,--
6297,L&T Buildings & Factories,3.8,176,162,8,--
6298,Presidency University,2.6,176,745,12,--
6299,Sri Ranganathar Industries,3.3,176,809,10,3
6300,Micromatic Grinding Technologies,4.0,176,706,8,7
6301,Integrated Enterprises,3.8,176,626,14,2
6302,Leena Powertech Engineers,3.7,176,538,9,3
6303,LiquidHub,3.6,174,760,14,--
6304,L&T Buildings & Factories,3.8,176,162,8,--
6305,Ultra Engineers,4.0,176,858,12,--
6306,Presidency University,2.6,176,745,12,--
6307,Cytecare Cancer Hospital,4.6,176,449,14,12
6308,Asianet Satellite Communications,4.4,176,551,21,1
6309,Anand Rathi Wealth Limited,3.2,176,1.3k,25,--
6310,Sri Ranganathar Industries,3.3,176,809,10,3
6311,O2 Power,4.5,177,501,8,--
6312,S.M. Consultants,3.5,176,607,18,--
6313,Croma Campus,3.8,180,455,16,7
6314,Gnrc Hospital,3.6,176,607,15,--
6315,Apollo Cradle,4.2,176,372,20,--
6316,Bonanza Portfolio,3.3,176,844,12,18
6317,APAC Financial Services,4.0,176,506,10,20
6318,Bewakoof,3.7,176,889,15,3
6319,IPL Biologicals,4.1,176,610,17,7
6320,Divgi Torqtransfer Systems,3.1,178,810,10,--
6321,NHPC,4.2,175,489,13,--
6322,Apptunix,4.2,175,456,65,--
6323,GUVI,3.5,175,834,29,1
6324,GD Goenka University,3.6,175,765,14,6
6325,Som Projects (S.P.L),3.8,175,624,16,2
6326,Doordarshan,4.0,175,822,7,3
6327,Thinksynq Solutions,3.9,175,679,23,--
6328,Radix Electrosystems,3.4,175,786,16,3
6329,Escorts Construction Equipment,4.1,174,683,9,--
6330,Collage,4.2,175,437,17,--
6331,Swal Corporation,4.2,175,351,10,--
6332,Goel Ganga Group,3.5,176,657,13,--
6333,Orange Health Labs,3.9,177,522,17,2
6334,Ciklum,3.6,175,879,30,33
6335,Harbinger Systems,3.6,175,1.2k,7,7
6336,Inox Green Energy Services,3.9,175,507,13,--
6337,Jagatjit Industries,3.5,175,592,6,4
6338,Indian School of Business,3.3,175,1k,12,9
6339,Tata Realty and Infrastructure,3.9,175,924,9,60
6340,Apptunix,4.2,175,456,65,--
6341,GUVI,3.5,175,834,29,1
6342,GD Goenka University,3.6,175,765,14,6
6343,Indian School of Business,3.3,175,1k,12,9
6344,Mega Rubber Technologies,3.6,175,729,11,--
6345,Radix Electrosystems,3.4,175,786,16,3
6346,Automation Anywhere,3.7,175,1.6k,19,18
6347,Unilog Content Solutions ( P),3.5,175,1.2k,17,5
6348,Informatica,3.8,175,2.2k,31,--
6349,Savills,3.7,175,1.1k,16,7
6350,General Industrial Controls,3.6,175,1.1k,11,11
6351,St. Joseph's School,4.2,175,530,11,1
6352,Saraca Solutions,4.0,175,546,26,57
6353,Compuage Infocom,4.2,173,852,9,8
6354,GDX Group,4.1,174,458,3,1
6355,Dayal Group,4.0,174,517,10,15
6356,Sitics Logistic Solutions,3.0,174,641,9,12
6357,Maya Academy of Advanced Cinematics,3.0,174,572,25,--
6358,CFlo,4.5,174,412,11,--
6359,Sree Metaliks,3.8,174,705,12,--
6360,Supple Tek Industries,3.4,174,500,15,4
6361,Brandix India Apparel City,3.9,174,559,9,7
6362,Liquiloans,2.8,174,822,21,4
6363,DMI,3.9,174,1.2k,19,1
6364,Caparo Group,4.0,174,742,8,2
6365,Ascendum Solutions,3.0,174,774,13,1
6366,Accurate Global Alliances,4.7,174,59,10,--
6367,Altius Customer Services,3.1,174,662,15,10
6368,EASTMAN EXPORTS GLOBAL CLOTHING PVT.LTD,3.6,174,899,6,25
6369,Toyota Boshoku Automotive,4.1,175,713,5,7
6370,Automotive Stampings and Assemblies,3.7,174,639,6,--
6371,SmartQ - Bottle Lab Technologies,4.1,174,951,22,63
6372,Pan Gulf Technologies,4.0,174,859,14,13
6373,Wibmo,3.1,174,1.1k,7,--
6374,iQuanti,3.9,174,1.1k,18,17
6375,Experian,3.8,174,2.1k,25,104
6376,Qatar Petroleum,4.3,174,386,14,--
6377,Poonawalla Finance,3.7,174,960,6,--
6378,FutureSoft India,3.5,174,589,16,20
6379,Bengal Energy,3.8,174,595,11,--
6380,Freyr Energy Services,3.6,174,553,12,64
6381,Ascendum Solutions,3.0,174,774,13,1
6382,Bengal Energy,3.8,174,595,11,--
6383,Cashfree Payments,3.0,174,1.6k,25,32
6384,Wintax Solution,4.7,174,26,4,--
6385,Talwalkars Better Value Fitness,4.1,174,437,6,--
6386,SPIE Oil & Gas Services,4.2,174,272,10,--
6387,Miles Education - CPA & CMA Review (Hyderabad),,--,--,--,--
6388,Opporture,4.8,173,62,2,--
6389,Carrefour,3.5,173,522,9,--
6390,Shubham K Mart,4.2,173,236,68,--
6391,Bry-Air (Asia),3.7,173,748,8,24
6392,Bharat Coking Coal,4.1,173,441,9,--
6393,Kaff Appliances (india),3.2,173,660,15,--
6394,Atlassian,3.1,173,4.3k,100,--
6395,Sun Technologies,3.4,173,1.4k,20,5
6396,SEForge,3.3,173,845,7,1
6397,IQ City Medical College,3.4,173,503,10,--
6398,Amnet Systems,3.7,173,800,8,8
6399,Bobst India,3.9,173,871,15,2
6400,bloom Hotel Group,4.1,173,675,11,--
6401,Qicpic,2.3,173,94,21,--
6402,Hiranandani group,3.9,173,863,11,--
6403,Gujarat Guardian Ltd.,3.6,173,737,14,9
6404,Toyota Kirloskar Auto Parts,4.2,173,656,5,--
6405,NSL Sugars,4.0,173,552,7,16
6406,Arvind Technocrats & Engineers LLP,3.7,173,285,10,6
6407,W3Global,3.3,173,904,21,--
6408,Wanfeng Aluminum Wheel,3.7,173,539,7,--
6409,MEP Infrastructure Developers,3.8,173,882,11,16
6410,CRED,3.6,173,2.2k,42,--
6411,Sinch,3.6,173,1.2k,16,6
6412,Gsa Industries,4.0,173,570,16,11
6413,Glatt Systems,3.8,173,1.1k,14,3
6414,KRG Technologies,4.3,173,610,21,11
6415,Ramee Group of Hotels,3.5,173,619,8,3
6416,Tynor Orthotics,3.4,173,657,15,7
6417,Macmet Engineering,3.9,173,654,11,8
6418,Modelama Exports,3.9,173,650,5,1
6419,Aptia,2.7,173,774,9,14
6420,Valiant Organics,3.6,173,959,7,6
6421,KRG Technologies,4.3,173,610,21,11
6422,J Pan Tubular Components,3.4,173,563,15,5
6423,Kuantum Papers,4.1,173,669,8,--
6424,Alliant Talent,2.2,173,865,14,32
6425,VASANTHA TOOL CRAFTS,3.9,173,588,12,--
6426,Applus Velosi,3.6,173,410,8,--
6427,Keihin India Manufacturing,4.4,172,620,5,--
6428,Yamaha Music India,3.7,172,757,3,8
6429,Yashashvi Rasayan,4.2,172,708,5,--
6430,SPX Flow Technology,4.3,172,988,10,--
6431,Mayoor School,4.4,172,137,1,10
6432,Srijan Realty,3.8,172,778,12,3
6433,FunnL,3.3,172,826,7,1
6434,Pawzz,4.6,177,3,90,--
6435,Vastu Finserve,4.0,172,409,5,11
6436,Sowparnika,4.0,172,791,8,9
6437,Sahyadri Farms,3.6,172,816,15,16
6438,Ind swift ltd. Gbu,3.5,172,753,10,--
6439,Biotech Vision Care,3.6,172,855,17,1
6440,Trawex Technologies,4.5,172,137,20,5
6441,SPX Flow Technology,4.3,172,988,10,--
6442,Mayoor School,4.4,172,137,1,10
6443,Srijan Realty,3.8,172,778,12,3
6444,Sowparnika,4.0,172,791,8,9
6445,Ind swift ltd. Gbu,3.5,172,753,10,--
6446,Sahyadri Farms,3.6,172,816,15,16
6447,Vastu Finserve,4.0,172,409,5,11
6448,Pawzz,4.6,177,3,90,--
6449,Biotech Vision Care,3.6,172,855,17,1
6450,D.B ENGINEERING,4.2,172,357,15,74
6451,Ferring Pharmaceuticals,4.0,172,832,8,--
6452,Olive Bar & Kitchen,4.0,172,483,5,34
6453,Unify Technologies,2.9,172,1.3k,26,50
6454,Meditrina Hospital,4.0,172,497,4,13
6455,AIG,3.8,172,1k,10,1
6456,Peerless Hospital,4.1,172,500,5,--
6457,"CAMP Systems International, Inc.",3.8,172,910,14,15
6458,Ganges Internationale,2.8,172,815,9,--
6459,Ginger Webs,2.6,172,993,18,6
6460,Ganges Internationale,2.8,172,815,9,--
6461,Dmi Finance,3.5,172,1.2k,15,28
6462,Metayb,3.9,172,353,21,38
6463,Mafatlal Industries,3.6,172,616,6,13
6464,3F Industries,3.5,172,759,9,11
6465,Gowtham Model School,3.8,172,537,14,--
6466,Express Roadways,3.5,173,702,9,--
6467,Jar,4.4,172,418,36,17
6468,Katyayani Organics,3.9,171,141,18,14
6469,Lawrence & Mayo,3.8,171,478,14,--
6470,Confiance BizSol Private Limited,3.2,171,617,24,--
6471,ABP Network,4.0,171,1.1k,5,--
6472,Grupo Bimbo,3.6,171,830,11,--
6473,IREO,4.5,171,580,6,--
6474,Motwane Manufacturing Company,3.6,171,715,15,6
6475,Pentagon System and Services,3.7,172,841,8,3
6476,Acer India,3.7,171,786,10,--
6477,MGNREGA,3.5,172,339,7,--
6478,ValueFirst Digital Media,3.6,171,1.1k,12,--
6479,Visible Alpha Solutions,3.6,171,1.1k,22,--
6480,Pentagon System and Services,3.7,172,841,8,3
6481,Acer India,3.7,171,786,10,--
6482,Indian Council of Agricultural Research,3.7,171,567,7,--
6483,Wyzmindz Solutions,3.4,171,619,24,3
6484,Connect Broadband,4.2,171,643,11,2
6485,Narayana Junior College,3.7,171,305,2,--
6486,Apollo Supply Chain,3.8,171,617,11,1
6487,RC Plasto Tanks And Pipes,3.7,171,677,15,--
6488,Solenis,3.7,171,1k,23,1
6489,Decon Telecom Solutions,3.1,171,338,12,--
6490,Kenvue,3.6,171,1.2k,6,124
6491,VISION,3.8,171,656,11,1
6492,ATYETI,3.8,171,920,20,62
6493,Garden Reach Shipbuilders & Engineers,4.2,171,479,7,--
6494,John Cockerill,3.2,171,849,9,42
6495,Filo,3.4,170,579,12,9
6496,Impressions Services,3.9,170,702,3,2
6497,ThinkPalm Technologies,3.9,170,1.5k,17,5
6498,General Diagnostics International Private Limited,3.1,170,561,16,--
6499,MRCC Solutions,2.9,170,927,11,3
6500,Rain Carbon,4.1,170,558,14,--
6501,Ashley Global Capability Center,3.9,170,448,71,8
6502,Mepro Pharmaceuticals,3.7,170,850,15,--
6503,Shree Maruti Courier Service,4.0,170,776,10,--
6504,The Millennium School,4.0,170,561,9,6
6505,L&T Transportation Infrastructure,4.1,171,151,8,--
6506,Inmakes Infotech,3.8,170,409,12,5
6507,UMSL,3.6,171,603,13,21
6508,SKYMAP PHARMACEUTICALS,3.9,170,576,7,--
6509,AIG Business Solution,3.3,170,330,2,3
6510,Edwise International,3.9,170,436,14,57
6511,Holostik,3.9,170,722,14,7
6512,AMBITION JOB,4.2,170,78,50,--
6513,Crio.Do,2.9,170,920,34,--
6514,CI Infotech,3.6,170,710,8,5
6515,SEW Infrastructure,3.4,170,501,4,1
6516,Lanson Toyota,4.2,170,507,7,2
6517,Super Auto India,3.7,170,671,6,--
6518,Chromewell Engineering,3.8,170,716,14,--
6519,NaviSite,3.9,170,1.4k,20,--
6520,Impressions Services,3.9,170,702,3,2
6521,Vertex,3.8,170,501,6,--
6522,Singer India,3.9,170,573,6,--
6523,ShopX,4.4,170,731,1,--
6524,NaviSite,3.9,170,1.4k,20,--
6525,Layam Flexi Solutions,3.7,170,607,7,--
6526,All Time Plastics,4.0,170,748,6,5
6527,Nahar Industrial Enterprises,3.8,170,673,12,10
6528,The Millennium School,4.0,170,561,9,6
6529,MUFG Intime India,3.4,170,739,12,--
6530,Thinksys Software,3.8,169,1k,25,9
6531,BVC Logistics,3.5,170,657,10,12
6532,Ascolite - Aswani Industries Pvt. Ltd.,3.9,170,417,36,57
6533,Delivery.com,3.8,170,665,19,--
6534,UTILITY PROJECTS AND SERVICES,3.8,170,807,19,18
6535,HP Computing and Printing Systems,3.8,170,937,8,--
6536,Peninsula Land,4.0,169,643,7,--
6537,Amalgam Steel,3.8,169,795,16,3
6538,Ben Franklin,3.6,169,141,9,6
6539,Ruparel Realty,3.9,169,692,15,12
6540,Kriya It,3.3,169,823,19,--
6541,Safdarjung Hospital,4.4,169,703,5,--
6542,NNE,3.5,169,1.1k,20,11
6543,Greaves Electric Mobility,3.3,169,777,15,2
6544,Vignesh Polymers,3.5,169,949,9,--
6545,Xrbia Developers,2.9,169,855,8,--
6546,CPA Global,3.8,169,862,14,--
6547,Lepton Software Export & Research,3.6,169,732,25,8
6548,Imerys,3.7,169,736,9,5
6549,Umang Dairies,3.9,169,515,16,--
6550,Lince Soft Solutions,4.7,169,1.7k,8,--
6551,Innovel Energy Services,3.2,169,402,18,6
6552,Electronics Mart India,3.4,169,663,17,7
6553,Gulf Oil Corporation,4.4,169,633,7,1
6554,Ray Engineering,4.0,169,541,4,--
6555,Claris Lifesciences Ahmedabad,3.3,169,386,1,--
6556,Unique Engineers,3.5,169,770,12,2
6557,SMCC Construction India,4.2,171,574,11,1
6558,Jamboree Education,3.5,169,653,12,11
6559,Konstelec Engineers,3.5,169,630,14,6
6560,Vitech Systems Asia,3.4,169,1.4k,7,--
6561,Sterling Software Private Limited,3.4,170,1.5k,9,8
6562,Lynk,3.2,169,967,12,--
6563,Bajaj Electronics,3.7,169,598,13,--
6564,Dar Al Handasah Consultants Shair And Partners,3.0,169,920,18,1
6565,Akasa Air,3.2,169,961,18,11
6566,Willowood Chemicals,3.8,169,528,8,--
6567,NCR Atleos,3.8,169,976,14,26
6568,Sms Integrated Facility Services,4.2,169,639,6,5
6569,Conviction HR,4.0,170,433,29,17
6570,BG Distributors,3.5,169,377,8,--
6571,Metro Tyres,3.7,170,687,12,--
6572,Expedien eSolutions,3.2,169,858,13,1
6573,Simple Energy,3.9,170,729,25,9
6574,Varsity Education Management,3.7,169,1.1k,10,--
6575,Pathcare Labs,3.6,168,551,16,1
6576,SSK Group,3.5,168,491,5,--
6577,Smiiel - A Unit Of Motherson Sumi System,3.6,168,432,20,--
6578,Naxnova,4.4,168,574,22,1
6579,Ajanta Shoes,3.4,168,585,17,1
6580,Texport Industries,3.6,168,643,8,2
6581,Best Corporation,3.8,168,835,7,4
6582,Linkquest Telecom,3.4,168,461,9,--
6583,Newfold Digital,3.7,168,1.1k,21,3
6584,Nangia & Co. LLP,3.3,168,806,22,10
6585,ONKAR DIES,3.7,168,703,8,9
6586,Ghv India,4.2,168,679,7,--
6587,Zeiss Pharma,3.3,168,629,8,20
6588,Steadfast Medishield,3.9,168,401,18,1
6589,Zebra Technologies,3.6,168,1.8k,29,--
6590,Alexander Mann Solutions,3.1,168,671,8,3
6591,Ardex Endura,3.9,168,542,8,--
6592,Dentsu Communications,3.2,168,1.6k,11,1
6593,Global Payments,4.0,168,1.5k,14,--
6594,Pathcare Labs,3.6,168,551,16,1
6595,Allahabad Bank,4.4,168,321,2,--
6596,Okinawa Autotech,3.4,168,596,9,1
6597,Allied Nippon,3.7,169,692,14,7
6598,Lamprell,4.0,168,355,7,2
6599,Naxnova,4.4,168,574,22,1
6600,Smiiel - A Unit Of Motherson Sumi System,3.6,168,432,20,--
6601,Ajanta Shoes,3.4,168,585,17,1
6602,Indian Terrain Fashions,4.3,168,544,5,--
6603,Scribe EMR,4.0,169,584,16,4
6604,Narayana Medical College & Hospital,3.8,168,510,8,--
6605,Nirvasa Healthcare,3.2,168,427,17,1
6606,Indian Register of Shipping,3.9,168,936,12,9
6607,Graphite India,3.5,168,698,7,1
6608,Goel Construction,3.7,168,572,7,--
6609,Damodar Valley Corporation,3.8,168,396,9,--
6610,Neelachal Ispat Nigam,4.2,168,529,19,--
6611,Vishay Precision Transducers,3.4,168,946,7,--
6612,Nina Percept,4.1,168,592,7,--
6613,Masters' Union School of Business,3.0,168,761,19,30
6614,Mythri Infrastructure and Mining,3.4,168,578,6,1
6615,SHARON BIO MEDICINE,4.0,168,635,4,6
6616,Stantec,3.8,169,1.2k,29,10
6617,Qualsquad Infotech,3.1,168,692,12,--
6618,Deepak Foundation,3.9,168,390,18,7
6619,Intellect Bizware Services,3.9,168,964,12,11
6620,SHARON BIO MEDICINE,4.0,168,635,4,6
6621,Nina Percept,4.1,168,592,7,--
6622,Masters' Union School of Business,3.0,168,761,19,30
6623,Vishay Precision Transducers,3.4,168,946,7,--
6624,Deshpande Foundation,4.0,168,556,9,7
6625,Way.com,4.1,168,485,10,2
6626,Federal Mogul Powertrain,3.7,167,534,10,--
6627,Yes Madam,4.2,167,527,48,25
6628,Scientific Games,3.7,167,329,1,3
6629,M2P Fintech,3.0,167,1.3k,33,6
6630,FloBiz,3.4,167,683,27,4
6631,Jindal Industries Private Limited,3.5,168,1.7k,29,8
6632,iBall,4.1,167,455,6,2
6633,Harvest Gold Industries,3.8,167,562,17,--
6634,AlgoShack,4.2,168,461,57,89
6635,Educational Initiatives,3.1,167,943,16,8
6636,Rotex,3.8,167,908,17,16
6637,Nerdy Turtlez,2.4,167,410,18,--
6638,Kanerika Software,4.2,168,531,7,15
6639,OM Careers,2.4,167,341,12,--
6640,Kanerika Software,4.2,168,531,7,15
6641,Federal Mogul Powertrain,3.7,167,534,10,--
6642,Yes Madam,4.2,167,527,48,25
6643,NSK,3.9,167,983,10,--
6644,M2P Fintech,3.0,167,1.3k,33,6
6645,FloBiz,3.4,167,683,27,4
6646,Rotex,3.8,167,908,17,16
6647,Educational Initiatives,3.1,167,943,16,8
6648,AlgoShack,4.2,168,461,57,89
6649,Facebook,4.4,167,1.2k,55,--
6650,Yotta Infrastructure Solutions,3.7,168,1.2k,12,41
6651,iNeuron.ai,4.1,167,774,18,--
6652,Jivo Wellness,3.1,167,466,10,2
6653,MyGlamm,3.5,167,760,11,4
6654,Exemed Pharmaceuticals,3.9,167,857,15,13
6655,ART Housing Finance (India),3.7,167,557,8,--
6656,Verinite Technologies,4.2,167,625,10,9
6657,Sellcraft Global Solutions,3.4,167,1.1k,10,--
6658,Amar Cars,3.9,167,585,10,10
6659,Coverfox,3.7,167,648,7,23
6660,Verinite Technologies,4.2,167,625,10,9
6661,Fraazo,3.4,167,660,20,--
6662,Govind Milk & Milk Products,4.3,167,559,5,1
6663,Salzer Electronics,3.9,166,846,8,13
6664,Urban Money,2.9,166,554,13,1
6665,Oceanic Pharmachem,4.1,166,126,32,2
6666,Honeywell Uop,3.4,166,726,16,--
6667,Real Estate Group,4.3,166,2.5k,17,1
6668,Oben Electric Vehicle,4.2,167,416,19,9
6669,Arcon TechSolutions,3.3,166,1k,36,--
6670,Curateq Biologics,3.3,166,769,13,10
